stalinist_DJI;L'Unit?et de L'蒰alit?pour la Paix;L'Unit?et de L'蒰alit?pour la Paix;L'Unit?et de L'蒰alit?pour la Paix;;L'Unit?et de L'蒰alit?pour la Paix;;;;;;;;;;x
national_socialist_DOM;Rep鷅lica Dominicana Verde;Rep鷅lica Dominicana Verde;Rep鷅lica Dominicana Verde;;Rep鷅lica Dominicana Verde;;;;;;;;;;x
fascistic_DOM;Partido Sobero;Partido Sobero;Partido Sobero;;Partido Sobero;;;;;;;;;;x
paternal_autocrat_DOM;Partido Dominicana;Partido Dominicana;Partido Dominicana;;Partido Dominicana;;;;;;;;;;x
social_conservative_DOM;Partido Reformista Social Cristiano;Partido Reformista Social Cristiano;Partido Reformista Social Cristiano;;Partido Reformista Social Cristiano;;;;;;;;;;x
market_liberal_DOM;Partido Liberal de la Rep鷅lica Dominicana;Partido Liberal de la Rep鷅lica Dominicana;Partido Liberal de la Rep鷅lica Dominicana;;Partido Liberal de la Rep鷅lica Dominicana;;;;;;;;;;x
social_liberal_DOM;Partido de la Liberaci髇 Dominicana;Partido de la Liberaci髇 Dominicana;Partido de la Liberaci髇 Dominicana;;Partido de la Liberaci髇 Dominicana;;;;;;;;;;x
social_democrat_DOM;Partido Revolucionario Dominicano;Partido Revolucionario Dominicano;Partido Revolucionario Dominicano;;Partido Revolucionario Dominicano;;;;;;;;;;x
left_wing_radical_DOM;Movimiento Independencia, Unidad y Cambio;Movimiento Independencia, Unidad y Cambio;Movimiento Independencia, Unidad y Cambio;;Movimiento Independencia, Unidad y Cambio;;;;;;;;;;x
leninist_DOM;Partido Socialista;Partido Socialista;Partido Socialista;;Partido Socialista;;;;;;;;;;x
stalinist_DOM;Partido de los Trabajadores Dominicanos;Partido de los Trabajadores Dominicanos;Partido de los Trabajadores Dominicanos;;Partido de los Trabajadores Dominicanos;;;;;;;;;;x
national_socialist_DRC;Vert R閜ublique;Vert R閜ublique;Vert R閜ublique;;Vert R閜ublique;;;;;;;;;;x
fascistic_DRC;Mouvement Populaire de la Revolution;Mouvement Populaire de la Revolution;Mouvement Populaire de la Revolution;;Mouvement Populaire de la Revolution;;;;;;;;;;x
paternal_autocrat_DRC;Mouvement National Congolais;Mouvement National Congolais;Mouvement National Congolais;;Mouvement National Congolais;;;;;;;;;;x
social_conservative_DRC;Rassemblement Congolais pour la D閙ocratie;Rassemblement Congolais pour la D閙ocratie;Rassemblement Congolais pour la D閙ocratie;;Rassemblement Congolais pour la D閙ocratie;;;;;;;;;;x
market_liberal_DRC;Solidarit?Congolaise pour la D閙ocratie;Solidarit?Congolaise pour la D閙ocratie;Solidarit?Congolaise pour la D閙ocratie;;Solidarit?Congolaise pour la D閙ocratie;;;;;;;;;;x
social_liberal_DRC;Mouvement pour la Liberation du Congo;Mouvement pour la Liberation du Congo;Mouvement pour la Liberation du Congo;;Mouvement pour la Liberation du Congo;;;;;;;;;;x
social_democrat_DRC;Parti Social-D閙ocrate;Parti Social-D閙ocrate;Parti Social-D閙ocrate;;Parti Social-D閙ocrate;;;;;;;;;;x
left_wing_radical_DRC;Alliance des Forces D閙ocratiques pour la Lib閞ation du Congo-Za飏e;Alliance des Forces D閙ocratiques pour la Lib閞ation du Congo-Za飏e;Alliance des Forces D閙ocratiques pour la Lib閞ation du Congo-Za飏e;;Alliance des Forces D閙ocratiques pour la Lib閞ation du Congo-Za飏e;;;;;;;;;;x
leninist_DRC;Parti Socialiste;Parti Socialiste;Parti Socialiste;;Parti Socialiste;;;;;;;;;;x
stalinist_DRC;L閛pards R関olutionnaires;L閛pards R関olutionnaires;L閛pards R関olutionnaires;;L閛pards R関olutionnaires;;;;;;;;;;x
national_socialist_ECU;Verde Ecuador;Verde Ecuador;Verde Ecuador;;Verde Ecuador;;;;;;;;;;x
fascistic_ECU;Partido Sobrero;Partido Sobrero;Partido Sobrero;;Partido Sobrero;;;;;;;;;;x
paternal_autocrat_ECU;Partido Renovador Institucional de Acci髇 Nacional;Partido Renovador Institucional de Acci髇 Nacional;Partido Renovador Institucional de Acci髇 Nacional;;Partido Renovador Institucional de Acci髇 Nacional;;;;;;;;;;x
social_conservative_ECU;Partido Social Cristiano;Partido Social Cristiano;Partido Social Cristiano;;Partido Social Cristiano;;;;;;;;;;x
market_liberal_ECU;Partido Sociedad Patri髏ica 21 de Enero;Partido Sociedad Patri髏ica 21 de Enero;Partido Sociedad Patri髏ica 21 de Enero;;Partido Sociedad Patri髏ica 21 de Enero;;;;;;;;;;x
social_liberal_ECU;Partido Roldosista Ecuatoriano;Partido Roldosista Ecuatoriano;Partido Roldosista Ecuatoriano;;Partido Roldosista Ecuatoriano;;;;;;;;;;x
social_democrat_ECU;Izquierda Democr醫ica;Izquierda Democr醫ica;Izquierda Democr醫ica;;Izquierda Democr醫ica;;;;;;;;;;x
left_wing_radical_ECU;Partido Socialista;Partido Socialista;Partido Socialista;;Partido Socialista;;;;;;;;;;x
leninist_ECU;Movimiento Popular Democr醫ico;Movimiento Popular Democr醫ico;Movimiento Popular Democr醫ico;;Movimiento Popular Democr醫ico;;;;;;;;;;x
stalinist_ECU;Partido Comunista del Ecuador;Partido Comunista del Ecuador;Partido Comunista del Ecuador;;Partido Comunista del Ecuador;;;;;;;;;;x
national_socialist_EGU;Ecuador de Al?Ecuador de Al?Ecuador de Al?;Ecuador de Al?;;;;;;;;;x
fascistic_EGU;Partido Democr醫ico de Guinea Ecuatorial;Partido Democr醫ico de Guinea Ecuatorial;Partido Democr醫ico de Guinea Ecuatorial;;Partido Democr醫ico de Guinea Ecuatorial;;;;;;;;;;x
paternal_autocrat_EGU;Soberano;Soberano;Soberano;;Soberano;;;;;;;;;;x
social_conservative_EGU;Alianza Democr醫ica Progresista;Alianza Democr醫ica Progresista;Alianza Democr醫ica Progresista;;Alianza Democr醫ica Progresista;;;;;;;;;;x
market_liberal_EGU;Partido del Progreso de Guinea Ecuatorial;Partido del Progreso de Guinea Ecuatorial;Partido del Progreso de Guinea Ecuatorial;;Partido del Progreso de Guinea Ecuatorial;;;;;;;;;;x
social_liberal_EGU;Uni髇 Democr醫ica Nacional de Guinea Ecuatorial;Uni髇 Democr醫ica Nacional de Guinea Ecuatorial;Uni髇 Democr醫ica Nacional de Guinea Ecuatorial;;Uni髇 Democr醫ica Nacional de Guinea Ecuatorial;;;;;;;;;;x
social_democrat_EGU;Convergencia para la Democracia Social;Convergencia para la Democracia Social;Convergencia para la Democracia Social;;Convergencia para la Democracia Social;;;;;;;;;;x
left_wing_radical_EGU;Partido de Izquierda;Partido de Izquierda;Partido de Izquierda;;Partido de Izquierda;;;;;;;;;;x
leninist_EGU;Partido Socialista;Partido Socialista;Partido Socialista;;Partido Socialista;;;;;;;;;;x
stalinist_EGU;La Unidad y la Justicia;La Unidad y la Justicia;La Unidad y la Justicia;;La Unidad y la Justicia;;;;;;;;;;x
national_socialist_EGY;Al-'Ihwan al-Muslimun;Al-'Ihwan al-Muslimun;Al-'Ihwan al-Muslimun;;al-'Ihwan al-Muslimun;;;;;;;;;;x
fascistic_EGY;Al-Hizb Al-'Arabi Al-Dimuqrati Al-Nasseri;Al-Hizb Al-'Arabi Al-Dimuqrati Al-Nasseri;Al-Hizb Al-'Arabi Al-Dimuqrati Al-Nasseri;;Al-Hizb Al-'Arabi Al-Dimuqrati Al-Nasseri;;;;;;;;;;x
paternal_autocrat_EGY;Hizb Al-Wafd Al-Jadid;Hizb Al-Wafd Al-Jadid;Hizb Al-Wafd Al-Jadid;;Hizb Al-Wafd Al-Jadid;;;;;;;;;;x
social_conservative_EGY;Al-Hizb Al-Wataniy Ad-Dimuqratiy;Al-Hizb Al-Wataniy Ad-Dimuqratiy;Al-Hizb Al-Wataniy Ad-Dimuqratiy;;Al-Hizb Al-Wataniy Ad-Dimuqratiy;;;;;;;;;;x
market_liberal_EGY;Hizb al-Itahadi al-Democrati;Hizb al-Itahadi al-Democrati;Hizb al-Itahadi al-Democrati;;Hizb al-Itahadi al-Democrati;;;;;;;;;;x
social_liberal_EGY;Hizb El-Geel al-Democrati;Hizb El-Geel al-Democrati;Hizb El-Geel al-Democrati;;Hizb El-Geel al-Democrati;;;;;;;;;;x
social_democrat_EGY;Social Justice Party;Social Justice Party;Social Justice Party;;Social Justice Party;;;;;;;;;;x
left_wing_radical_EGY;Dignity Party;Dignity Party;Dignity Party;;Dignity Party;;;;;;;;;;x
leninist_EGY;Hizb al Tagammu al-Watani al-Taqadomi al-Wahdawi;Hizb al Tagammu al-Watani al-Taqadomi al-Wahdawi;Hizb al Tagammu al-Watani al-Taqadomi al-Wahdawi;;Hizb al Tagammu al-Watani al-Taqadomi al-Wahdawi;;;;;;;;;;x
stalinist_EGY;Egyptian Communist Party;Egyptian Communist Party;Egyptian Communist Party;;Egyptian Communist Party;;;;;;;;;;x
national_socialist_ENG;大不列颠穆斯林协会;Muslim Parliament of Great Britain;Muslim Parliament of Great Britain;;Muslim Parliament of Great Britain;;;;;;;;;;x
fascistic_ENG;民族阵线?National Front?National Front?;National Front?;;;;;;;;;x
paternal_autocrat_ENG;不列颠国家党;British National Party;British National Party;;British National Party;;;;;;;;;;x
social_conservative_ENG;保守党;Parti conservateur;Conservative Party;;Partido Conservador;;;;;;;;;;x
market_liberal_ENG;自由民主党;Liberal Democrats;Liberal Democrats;;Liberal Democrats;;;;;;;;;;x
social_liberal_ENG;自由党;Parti lib閞al ;Liberal Party;;Partido Liberal;;;;;;;;;;x
social_democrat_ENG;工党;Parti travailliste;Labour Party;;Partido Laborista;;;;;;;;;;x
left_wing_radical_ENG;尊敬党;Respect Party;Respect Party;;Respect Party;;;;;;;;;;x
leninist_ENG;社会党;Socialist Party;Socialist Party;;Socialist Party;;;;;;;;;;x
stalinist_ENG;不列颠共产党;Communist Party of Britain;Communist Party of Britain;;Communist Party of Britain;;;;;;;;;;x
national_socialist_ERI;Hizb ut-Tahrir;Hizb ut-Tahrir;Hizb ut-Tahrir;;Hizb ut-Tahrir;;;;;;;;;;x
fascistic_ERI;Strong Eritrea;Strong Eritrea;Strong Eritrea;;Strong Eritrea;;;;;;;;;;x
paternal_autocrat_ERI;Eritrean Liberation Front;Eritrean Liberation Front;Eritrean Liberation Front;;Eritrean Liberation Front;;;;;;;;;;x
social_conservative_ERI;Conservative Party;Conservative Party;Conservative Party;;Conservative Party;;;;;;;;;;x
market_liberal_ERI;Market Liberal Party;Market Liberal Party;Market Liberal Party;;Market Liberal Party;;;;;;;;;;x
social_liberal_ERI;Liberal Party;Liberal Party;Liberal Party;;Liberal Party;;;;;;;;;;x
social_democrat_ERI;Social Democratic Party;Social Democratic Party;Social Democratic Party;;Social Democratic Party;;;;;;;;;;x
left_wing_radical_ERI;Leftist Party;Leftist Party;Leftist Party;;Leftist Party;;;;;;;;;;x
leninist_ERI;Socialist Party;Socialist Party;Socialist Party;;Socialist Party;;;;;;;;;;x
stalinist_ERI;Farmers' Union;Farmers' Union;Farmers' Union;;Farmers' Union;;;;;;;;;;x
national_socialist_EST;Roheline Eesti;Roheline Eesti;Roheline Eesti;;Roheline Eesti;;;;;;;;;;x
fascistic_EST;Eesti Iseseisvuspartei;Eesti Iseseisvuspartei;Eesti Iseseisvuspartei;;Eesti Iseseisvuspartei;;;;;;;;;;x
paternal_autocrat_EST;Vene Erakond Eestis;Vene Erakond Eestis;Vene Erakond Eestis;;Vene Erakond Eestis;;;;;;;;;;x
social_conservative_EST;Isamaa ja Res Publica Liit;Isamaa ja Res Publica Liit;Isamaa ja Res Publica Liit;;Isamaa ja Res Publica Liit;;;;;;;;;;x
market_liberal_EST;Eesti Reformierakond;Eesti Reformierakond;Eesti Reformierakond;;Eesti Reformierakond;;;;;;;;;;x
social_liberal_EST;Eesti Keskerakond;Eesti Keskerakond;Eesti Keskerakond;;Eesti Keskerakond;;;;;;;;;;x
social_democrat_EST;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;;Sotsiaaldemokraatlik Erakond;;;;;;;;;;x
left_wing_radical_EST;Konstitutsioonierakond;Konstitutsioonierakond;Konstitutsioonierakond;;Konstitutsioonierakond;;;;;;;;;;x
leninist_EST;Eesti Vasakpartei;Eesti Vasakpartei;Eesti Vasakpartei;;Eesti Vasakpartei;;;;;;;;;;x
stalinist_EST;Eestimaa Kommunistlik Partei;Eestimaa Kommunistlik Partei;Eestimaa Kommunistlik Partei;;Eestimaa Kommunistlik Partei;;;;;;;;;;x
national_socialist_ETH;Hizb ut-Tahrir;Hizb ut-Tahrir;Hizb ut-Tahrir;;Hizb ut-Tahrir;;;;;;;;;;x
fascistic_ETH;Ethiopian People's Patriotic Front;Ethiopian People's Patriotic Front;Ethiopian People's Patriotic Front;;Ethiopian People's Patriotic Front;;;;;;;;;;x
paternal_autocrat_ETH;One Ethiopia;One Ethiopia;One Ethiopia;;One Ethiopia;;;;;;;;;;x
social_conservative_ETH;Amhara National Democratic Movement;Amhara National Democratic Movement;Amhara National Democratic Movement;;Amhara National Democratic Movement;;;;;;;;;;x
market_liberal_ETH;Southern Ethiopian People's Democratic Movement;Southern Ethiopian People's Democratic Movement;Southern Ethiopian People's Democratic Movement;;Southern Ethiopian People's Democratic Movement;;;;;;;;;;x
social_liberal_ETH;Ethiopian Democratic League;Ethiopian Democratic League;Ethiopian Democratic League;;Ethiopian Democratic League;;;;;;;;;;x
social_democrat_ETH;Oromo Peoples' Democratic Organization;Oromo Peoples' Democratic Organization;Oromo Peoples' Democratic Organization;;Oromo Peoples' Democratic Organization;;;;;;;;;;x
left_wing_radical_ETH;Tigrayan People's Liberation Front;Tigrayan People's Liberation Front;Tigrayan People's Liberation Front;;Tigrayan People's Liberation Front;;;;;;;;;;x
leninist_ETH;Mela Ethiopia Sosialist Niqinaqe;Mela Ethiopia Sosialist Niqinaqe;Mela Ethiopia Sosialist Niqinaqe;;Mela Ethiopia Sosialist Niqinaqe;;;;;;;;;;x
stalinist_ETH;Y銲tyop'ya Hezbawi Abyotawi Party;Y銲tyop'ya Hezbawi Abyotawi Party;Y銲tyop'ya Hezbawi Abyotawi Party;;Y銲tyop'ya Hezbawi Abyotawi Party;;;;;;;;;;x
national_socialist_ETI;Verde Timor Leste;Verde Timor Leste;Verde Timor Leste;;Verde Timor Leste;;;;;;;;;;x
fascistic_ETI;P醫ria;P醫ria;P醫ria;;P醫ria;;;;;;;;;;x
paternal_autocrat_ETI;Partido Nacionalista Timorense;Partido Nacionalista Timorense;Partido Nacionalista Timorense;;Partido Nacionalista Timorense;;;;;;;;;;x
social_conservative_ETI;Uni鉶 Democr醫ica Timorense;Uni鉶 Democr醫ica Timorense;Uni鉶 Democr醫ica Timorense;;Uni鉶 Democr醫ica Timorense;;;;;;;;;;x
market_liberal_ETI;Klibur Oan Timor Asuwain;Klibur Oan Timor Asuwain;Klibur Oan Timor Asuwain;;Klibur Oan Timor Asuwain;;;;;;;;;;x
social_liberal_ETI;Partai Liberal;Partai Liberal;Partai Liberal;;Partai Liberal;;;;;;;;;;x
social_democrat_ETI;Partido Social Democrata;Partido Social Democrata;Partido Social Democrata;;Partido Social Democrata;;;;;;;;;;x
left_wing_radical_ETI;FReTiLIn;FReTiLIn;FReTiLIn;;FReTiLIn;;;;;;;;;;x
leninist_ETI;Partido Socialista de Timor;Partido Socialista de Timor;Partido Socialista de Timor;;Partido Socialista de Timor;;;;;;;;;;x
stalinist_ETI;Partido Comunista;Partido Comunista;Partido Comunista;;Partido Comunista;;;;;;;;;;x
national_socialist_FIJ;Muslim Political Front;Muslim Political Front;Muslim Political Front;;Muslim Political Front;;;;;;;;;;x
fascistic_FIJ;Bai Kei Viti;Bai Kei Viti;Bai Kei Viti;;Bai Kei Viti;;;;;;;;;;x
paternal_autocrat_FIJ;Matanitu Vanua;Matanitu Vanua;Matanitu Vanua;;Matanitu Vanua;;;;;;;;;;x
social_conservative_FIJ;Soqosoqo Duavata ni Lewenivanua;Soqosoqo Duavata ni Lewenivanua;Soqosoqo Duavata ni Lewenivanua;;Soqosoqo Duavata ni Lewenivanua;;;;;;;;;;x
market_liberal_FIJ;National Federation Party;National Federation Party;National Federation Party;;National Federation Party;;;;;;;;;;x
social_liberal_FIJ;Liberal Party;Liberal Party;Liberal Party;;Liberal Party;;;;;;;;;;x
social_democrat_FIJ;Social Democratic Party;Social Democratic Party;Social Democratic Party;;Social Democratic Party;;;;;;;;;;x
left_wing_radical_FIJ;New Labour Unity Party;New Labour Unity Party;New Labour Unity Party;;New Labour Unity Party;;;;;;;;;;x
leninist_FIJ;Fiji Labour Party;Fiji Labour Party;Fiji Labour Party;;Fiji Labour Party;;;;;;;;;;x
stalinist_FIJ;Communist Party;Communist Party;Communist Party;;Communist Party;;;;;;;;;;x
national_socialist_FIN;Suomen Islamilainen Puolue;Suomen Islamilainen Puolue;Suomen Islamilainen Puolue;;Suomen Islamilainen Puolue;;;;;;;;;;x
fascistic_FIN;Is鋘maallinen Kansanliike;Is鋘maallinen Kansanliike;Is鋘maallinen Kansanliike;;Is鋘maallinen Kansanliike;;;;;;;;;;x
paternal_autocrat_FIN;Perussuomalaiset;Perussuomalaiset;Perussuomalaiset;;Perussuomalaiset;;;;;;;;;;x
social_conservative_FIN;Kristillisdemokraatit;Kristillisdemokraatit;Kristillisdemokraatit;;Kristillisdemokraatit;;;;;;;;;;x
market_liberal_FIN;Kansallinen Kokoomus;Kansallinen Kokoomus;Kansallinen Kokoomus;;Kansallinen Kokoomus;;;;;;;;;;x
social_liberal_FIN;Keskusta;Keskusta;Keskusta;;Keskusta;;;;;;;;;;x
social_democrat_FIN;Sosiaalidemokraatit;Sosiaalidemokraatit;Sosiaalidemokraatit;;Sosiaalidemokraatit;;;;;;;;;;x
left_wing_radical_FIN;Vasemmistoliitto;Vasemmistoliitto;Vasemmistoliitto;;Vasemmistoliitto;;;;;;;;;;x
leninist_FIN;Suomen Ty鰒鋏npuolue;Suomen Ty鰒鋏npuolue;Suomen Ty鰒鋏npuolue;;Suomen Ty鰒鋏npuolue;;;;;;;;;;x
stalinist_FIN;Suomen Kommunistinen Puolue;Suomen Kommunistinen Puolue;Suomen Kommunistinen Puolue;;Suomen Kommunistinen Puolue;;;;;;;;;;x
national_socialist_FRA;Mouvement Islamique;Mouvement Islamique;Mouvement Islamique;;Mouvement Islamique;;;;;;;;;;x
fascistic_FRA;Action Fran鏰ise;Action Fran鏰ise;Action Fran鏰ise;;Action Fran鏰ise;;;;;;;;;;x
paternal_autocrat_FRA;Front National;Front National;Front National;;Front National;;;;;;;;;;x
social_conservative_FRA;Union pour un Mouvement Populaire;Union pour un Mouvement Populaire;Union pour un Mouvement Populaire;;Union pour un Mouvement Populaire;;;;;;;;;;x
market_liberal_FRA;D閙ocratie Lib閞ale;D閙ocratie Lib閞ale;D閙ocratie Lib閞ale;;D閙ocratie Lib閞ale;;;;;;;;;;x
social_liberal_FRA;Union pour la D閙ocratie Fran鏰ise;Union pour la D閙ocratie Fran鏰ise;Union pour la D閙ocratie Fran鏰ise;;Union pour la D閙ocratie Fran鏰ise;;;;;;;;;;x
social_democrat_FRA;Parti socialiste;Parti socialiste;Parti socialiste;;Parti socialiste;;;;;;;;;;x
left_wing_radical_FRA;Parti Radical de Gauche;Parti Radical de Gauche;Parti Radical de Gauche;;Parti Radical de Gauche;;;;;;;;;;x
leninist_FRA;Parti Communiste Fran鏰is;Parti Communiste Fran鏰is;Parti Communiste Fran鏰is;;Parti Communiste Fran鏰is;;;;;;;;;;x
stalinist_FRA;Ligue Communiste R関olutionnaire;Ligue Communiste R関olutionnaire;Ligue Communiste R関olutionnaire;;Ligue Communiste R関olutionnaire;;;;;;;;;;x
national_socialist_GAB;Vert Gambie;Vert Gambie;Vert Gambie;;Vert Gambie;;;;;;;;;;x
fascistic_GAB;Panth鑢es Noires de la Gambie;Panth鑢es Noires de la Gambie;Panth鑢es Noires de la Gambie;;Panth鑢es Noires de la Gambie;;;;;;;;;;x
paternal_autocrat_GAB;Union du Peuple Gabonais;Union du Peuple Gabonais;Union du Peuple Gabonais;;Union du Peuple Gabonais;;;;;;;;;;x
social_conservative_GAB;Parti D閙ocratique Gabonais;Parti D閙ocratique Gabonais;Parti D閙ocratique Gabonais;;Parti D閙ocratique Gabonais;;;;;;;;;;x
market_liberal_GAB;Alliance D閙ocratique et R閜ublicaine;Alliance D閙ocratique et R閜ublicaine;Alliance D閙ocratique et R閜ublicaine;;Alliance D閙ocratique et R閜ublicaine;;;;;;;;;;x
social_liberal_GAB;Parti Gabonais du Progr鑣;Parti Gabonais du Progr鑣;Parti Gabonais du Progr鑣;;Parti Gabonais du Progr鑣;;;;;;;;;;x
social_democrat_GAB;Parti Social-D閙ocrate;Parti Social-D閙ocrate;Parti Social-D閙ocrate;;Parti Social-D閙ocrate;;;;;;;;;;x
left_wing_radical_GAB;Rassemblement National des B鹀herons;Rassemblement National des B鹀herons;Rassemblement National des B鹀herons;;Rassemblement National des B鹀herons;;;;;;;;;;x
leninist_GAB;Parti Socialiste Gabonais;Parti Socialiste Gabonais;Parti Socialiste Gabonais;;Parti Socialiste Gabonais;;;;;;;;;;x
stalinist_GAB;Syndicat des Travailleurs;Syndicat des Travailleurs;Syndicat des Travailleurs;;Syndicat des Travailleurs;;;;;;;;;;x
national_socialist_GAM;Hizb ut-Tahrir;Hizb ut-Tahrir;Hizb ut-Tahrir;;Hizb ut-Tahrir;;;;;;;;;;x
fascistic_GAM;Alliance for Patriotic Reorientation and Construction;Alliance for Patriotic Reorientation and Construction;Alliance for Patriotic Reorientation and Construction;;Alliance for Patriotic Reorientation and Construction;;;;;;;;;;x
paternal_autocrat_GAM;National Reconciliation Party;National Reconciliation Party;National Reconciliation Party;;National Reconciliation Party;;;;;;;;;;x
social_conservative_GAM;National Democratic Action Movement;National Democratic Action Movement;National Democratic Action Movement;;National Democratic Action Movement;;;;;;;;;;x
market_liberal_GAM;People's Progressive Party;People's Progressive Party;People's Progressive Party;;People's Progressive Party;;;;;;;;;;x
social_liberal_GAM;United Democratic Party;United Democratic Party;United Democratic Party;;United Democratic Party;;;;;;;;;;x
social_democrat_GAM;Social Democratic Party;Social Democratic Party;Social Democratic Party;;Social Democratic Party;;;;;;;;;;x
left_wing_radical_GAM;Leftist Party;Leftist Party;Leftist Party;;Leftist Party;;;;;;;;;;x
leninist_GAM;People's Democratic Organisation for Independence and Socialism;People's Democratic Organisation for Independence and Socialism;People's Democratic Organisation for Independence and Socialism;;People's Democratic Organisation for Independence and Socialism;;;;;;;;;;x
stalinist_GAM;Communist Party;Communist Party;Communist Party;;Communist Party;;;;;;;;;;x
national_socialist_GEO;Mtsvane Sak抋rt抳elos;Mtsvane Sak抋rt抳elos;Mtsvane Sak抋rt抳elos;;Mtsvane Sak抋rt抳elos;;;;;;;;;;x
fascistic_GEO;Suverenuli Sak抋rt抳elos;Suverenuli Sak抋rt抳elos;Suverenuli Sak抋rt抳elos;;Suverenuli Sak抋rt抳elos;;;;;;;;;;x
paternal_autocrat_GEO;Amaqi Sak抋rt抳elos;Amaqi Sak抋rt抳elos;Amaqi Sak抋rt抳elos;;Amaqi Sak抋rt抳elos;;;;;;;;;;x
social_conservative_GEO;Ertiani Natsionaluri Modzraoba;Ertiani Natsionaluri Modzraoba;Ertiani Natsionaluri Modzraoba;;Ertiani Natsionaluri Modzraoba;;;;;;;;;;x
market_liberal_GEO;Demokratiuli Aghordzinebis Pavshiri;Demokratiuli Aghordzinebis Pavshiri;Demokratiuli Aghordzinebis Pavshiri;;Demokratiuli Aghordzinebis Pavshiri;;;;;;;;;;x
social_liberal_GEO;Akhali Memarjveneebi;Akhali Memarjveneebi;Akhali Memarjveneebi;;Akhali Memarjveneebi;;;;;;;;;;x
social_democrat_GEO;Sakartvelos Leiboristuli Partia;Sakartvelos Leiboristuli Partia;Sakartvelos Leiboristuli Partia;;Sakartvelos Leiboristuli Partia;;;;;;;;;;x
left_wing_radical_GEO;Marts択hena Aliansi;Marts択hena Aliansi;Marts択hena Aliansi;;Marts択hena Aliansi;;;;;;;;;;x
leninist_GEO;Sak抋rt抳elos Mok抋lak抏t抋 Kavshiri;Sak抋rt抳elos Mok抋lak抏t抋 Kavshiri;Sak抋rt抳elos Mok抋lak抏t抋 Kavshiri;;Sak抋rt抳elos Mok抋lak抏t抋 Kavshiri;;;;;;;;;;x
stalinist_GEO;Komunisturi Partia;Komunisturi Partia;Komunisturi Partia;;Komunisturi Partia;;;;;;;;;;x
national_socialist_GER;Muslimisch Demokratische Union;Muslimisch Demokratische Union;Muslimisch Demokratische Union;;Muslimisch Demokratische Union;;;;;;;;;;x
fascistic_GER;Nationaldemokratische Partei Deutschlands;Nationaldemokratische Partei Deutschlands;Nationaldemokratische Partei Deutschlands;;Nationaldemokratische Partei Deutschlands;;;;;;;;;;x
paternal_autocrat_GER;B黵ger in Wut;B黵ger in Wut;B黵ger in Wut;;B黵ger in Wut;;;;;;;;;;x
social_conservative_GER;Christlich-Soziale Union in Bayern;Christlich-Soziale Union in Bayern;Christlich-Soziale Union in Bayern;;Christlich-Soziale Union in Bayern;;;;;;;;;;x
market_liberal_GER;Christlich Demokratische Union Deutschlands;Christlich Demokratische Union Deutschlands;Christlich Demokratische Union Deutschlands;;Christlich Demokratische Union Deutschlands;;;;;;;;;;x
social_liberal_GER;Freie Demokratische Partei;Freie Demokratische Partei;Freie Demokratische Partei;;Freie Demokratische Partei;;;;;;;;;;x
social_democrat_GER;Sozialdemokratische Partei Deutschlands;Sozialdemokratische Partei Deutschlands;Sozialdemokratische Partei Deutschlands;;Sozialdemokratische Partei Deutschlands;;;;;;;;;;x
left_wing_radical_GER;B黱dnis90;Partei des Demokratischen Sozialismus;Partei des Demokratischen Sozialismus;;Partei des Demokratischen Sozialismus;;;;;;;;;;x
leninist_GER;Die Linke;Die Linke;Die Linke;;Die Linke;;;;;;;;;;x
stalinist_GER;Marxistisch-Leninistische Partei Deutschlands;Marxistisch-Leninistische Partei Deutschlands;Marxistisch-Leninistische Partei Deutschlands;;Marxistisch-Leninistische Partei Deutschlands;;;;;;;;;;x
national_socialist_GHA;Green Ghana;Green Ghana;Green Ghana;;Green Ghana;;;;;;;;;;x
fascistic_GHA;Our Homeland Ghana;Our Homeland Ghana;Our Homeland Ghana;;Our Homeland Ghana;;;;;;;;;;x
paternal_autocrat_GHA;National Reform Party;National Reform Party;National Reform Party;;National Reform Party;;;;;;;;;;x
social_conservative_GHA;New Patriotic Party;New Patriotic Party;New Patriotic Party;;New Patriotic Party;;;;;;;;;;x
social_liberal_GHA;United Ghana Movement;United Ghana Movement;United Ghana Movement;;United Ghana Movement;;;;;;;;;;x
market_liberal_GHA;Market Liberal Party;Market Liberal Party;Market Liberal Party;;Market Liberal Party;;;;;;;;;;x
social_democrat_GHA;National Democratic Congress;National Democratic Congress;National Democratic Congress;;National Democratic Congress;;;;;;;;;;x
left_wing_radical_GHA;People's National Convention;People's National Convention;People's National Convention;;People's National Convention;;;;;;;;;;x
leninist_GHA;Convention People's Party;Convention People's Party;Convention People's Party;;Convention People's Party;;;;;;;;;;x
stalinist_GHA;Red Star;Red Star;Red Star;;Red Star;;;;;;;;;;x
national_socialist_GRE;Pr醩ino Ell醖a;Pr醩ino Ell醖a;Pr醩ino Ell醖a;;Pr醩ino Ell醖a;;;;;;;;;;x
fascistic_GRE;La飇髎 S齨desmos - Chrys?Avg?La飇髎 S齨desmos - Chrys?Avg?La飇髎 S齨desmos - Chrys?Avg?;La飇髎 S齨desmos - Chrys?Avg?;;;;;;;;;x
paternal_autocrat_GRE;Proti Grammi;Proti Grammi;Proti Grammi;;Proti Grammi;;;;;;;;;;x
social_conservative_GRE;N閍 Dimokrat韆;N閍 Dimokrat韆;N閍 Dimokrat韆;;N閍 Dimokrat韆;;;;;;;;;;x
