##################################################;;;;;;;;;;;;;;x;;;;
# Abilities;;;;;;;;;;;;;;x;;;;
##################################################;;;;;;;;;;;;;;x;;;;
mobile_research;机动作战研究;;;;;;;;;;X
militia_research;民兵作战研究;;;;;;;;;;X
infantry_research;步兵作战研究;;;;;;;;;;X
;;;;;;;;;;;;;;;x;;;
##################################################;;;;;;;;;;;;;;;x;;;
# Land Doctrine Techs;;;;;;;;;;;;;;;x;;;
##################################################;;;;;;;;;;;;;;;x;;;
modern_blitzkrieg;现代闪击战;;;;;;;;;;X
modern_blitzkrieg_desc;闪电战的理论是指通过运用坦克群迅速突破敌人的防线并在敌人作出回应之前迂回到敌人的后方，这需要训练有素的装甲部队来执行。;;;;;;;;;;X
breakthrough_exploitation;重点突破战术;;;;;;;;;;X
breakthrough_exploitation_desc;一旦我们取得了突破，将这种优势充分发挥是极其重要的。;;;;;;;;;;X
elastic_defence;弹性防御;;;;;;;;;;X
elastic_defence_desc;通过在前线部署较少的力量并在后方组织援军进行反攻，我们将能够进行更加有效，弹性的防御。这意味着我们的部队在被攻击时将更有可能进行战术撤退并且我们的指挥部将更有组织。;;;;;;;;;;X
flanking_maneuvers;迂回策略;;;;;;;;;;X
flanking_maneuvers_Desc;有时敌方的防线过于坚固以至于根本无法突破，因此我们将不得不尝试迂回到敌军后方。;;;;;;;;;;X
shock_and_awe;震慑作战;;;;;;;;;;X
shock_and_awe_desc;震慑作战是指集中使用优势火力攻击一个特定的点以压垮敌军。;;;;;;;;;;X
armor_tactics;装甲战术;;;;;;;;;;X
armor_tactics_desc;改进我们装甲部队的战术将让它们在战场上更有威力。;;;;;;;;;;X
asymmetrical_warfare;不对称战争;;;;;;;;;;X
asymmetrical_warfare_desc;在不对称战争中，我们需要避免与敌方的直接对抗并使用伏击或一击脱离战术来打击敌人。;;;;;;;;;;X
defence_in_depth;纵深防御;;;;;;;;;;X
defence_in_depth_desc;纵深防御由多条防线构成。这样即使敌军突破了第一道防线，后面还有一条等着它们。;;;;;;;;;;X
flexible_defence;灵活防御;;;;;;;;;;X
flexible_defence_desc;灵活的防御使得我方部队能够快速地交换防守位置并沿前线高速机动以击退敌方的主要攻势。;;;;;;;;;;X
guerilla_tactics;游击战术;;;;;;;;;;X
guerilla_tactics_desc;有时是最好的打击是通过小股部队游弋在前线的骚扰，避免战斗并造成混乱。如果我们的军队正在准备这样的游击战争，那么我们的部队能够对敌进行骚攻击。指挥部旅也将消耗更少的用品。;;;;;;;;;;X
special_forces_doctrine;特种部队学说;;;;;;;;;;X
special_forces_doctrine_desc;我们的空降兵，海军陆战队和山地兵都是由士气良好的适应能力极强的士兵组\n成的。然而，他们也需要特殊训练，因为他们经常在缺乏补给的状态下进行作\n战。通过这种训练可以提高特种部队的作战效率和组织度。;;;;;;;;;;X
reserves_doctrine;后备学说;;;;;;;;;;X
reserves_doctrine_desc;拥有充足的预备役部队是十分重要的，这样我们可以替换那些在战斗中损耗殆尽的部队。;;;;;;;;;;X
superior_firepower;优势火力学说;;;;;;;;;;X
superior_firepower_desc;如果我们在步兵进攻之前已经对敌人有了火力压制，那么它们的战斗效率将会得到极大地提升。;;;;;;;;;;X
static_defence;静态防御;;;;;;;;;;X
static_defence_desc;通过把所有的火力集中在一条防线上，它将变得不可突破。;;;;;;;;;;X
close_air_support_doctrine;近距离空中支援学说;;;;;;;;;;X
close_air_support_doctrine_desc;通过出动战机，无人机和直升机来为我们的部队提供火力支援将让它们在战场上更有威力。;;;;;;;;;;X
human_wave;人海战术;;;;;;;;;;X
human_wave_desc;即使这种战术已经过时，人海理论仍然受到一些军队的青眯。即使一个做了充足战斗准备的敌人在面大量的目标和大规模攻击时也会被击垮，尤其是这种突击在近距离发动时。;;;;;;;;;;X
firesupport_coordination;火力支援配合;;;;;;;;;;X
firesupport_coordination_desc;在过去，步兵和炮兵各自拥有独立的编制，几乎是不同的军种，但是现代战争需要步兵和支援他们的炮兵以及反坦克部队密切合作。这种合作训练将能够增加我们部队包围敌军的机会并略微提高我们指挥部的反坦克能力。;;;;;;;;;;X
solid_air_defence;固态防空体系;;;;;;;;;;X
solid_air_defence_desc;部署固态防空体系将使敌机难以进入我方领空。;;;;;;;;;;X
lujunxinxihua;陆军信息化;;;;;;;;;;X
solid_air_defence_desc;部署固态防空体系将使敌机难以进入我方领空。;;;;;;;;;;X
organisation_tech;部队组织科技;;;;;;;;;;X
organisation_tech_desc;我们的部队必需组织起来完成战略目标而不是各自为战，提高军队的组织能力将能够减少我方部队的攻击准备时间。;;;;;;;;;;X
staff_combat_sections;指挥部战斗部门;;;;;;;;;;X
staff_combat_sections_desc;有时即使是我们的指挥部也会受到威胁，因此它们必需拥有足够的防御能力。;;;;;;;;;;X
unit_cooperation_tech;单位合作科技;;;;;;;;;;X
unit_cooperation_tech_desc;让我们的部队能够相互合作是十分重要的。;;;;;;;;;;X
unit_cohesion;单位凝聚力;;;;;;;;;;X
unit_cohesion_desc;我们的每一个士兵必需感到它们在为一个共同的团体目标而战斗。;;;;;;;;;;X
logistics_tech;后勤科技;;;;;;;;;;X
logistics_tech_desc;改进后勤技术将能够提高我们部队的命令传递速度并减少补给物资的损耗。;;;;;;;;;;X
;;;;;;;;;;;;;;;x;;;
##################################################;;;;;;;;;;;;;;x;;;;
# Naval Doctrine Techs;;;;;;;;;;;;;;x;;;;
##################################################;;;;;;;;;;;;;;x;;;;
blue_water_doctrine;远洋作战学说;;;;;;;;;;X
blue_water_doctrine_desc;远洋作战学说推崇使用航母战斗群投送力量。;;;;;;;;;;X
carrier_aircraft_crew_training;航母舰载机飞行员训练;;;;;;;;;;X
carrier_aircraft_crew_training_desc;如果我们想要发挥战机的最佳性能，飞行员的训练十分重要。即使是教授飞行员简单的技巧如最佳的射击时间以减少弹药消耗也能让他们能更充分地发挥飞机性能，这将使我们战机更有威力。;;;;;;;;;;X
carrier_battlegroups;航母战斗群;;;;;;;;;;X
carrier_battlegroups_desc;航母需要航母战斗群中其他舰船的支持这一事实越来越明显。研究航母战斗群学说意味着我们航母将获得更好战斗位置，并减小在海战中受到的损失。;;;;;;;;;;X
carrier_crew_training;航母乘员训练;;;;;;;;;;X
carrier_crew_training_desc;航空母舰在海军中起了至关重要的作用。给航母乘员提供更好的训练，可以提高他们处理飞机和航母战略的能力，这意味着我们的航母将拥有更高的组织度和士气。;;;;;;;;;;X
cruiser_tactics;巡洋舰战术;;;;;;;;;;X
cruiser_tactics_desc;通过改进我们巡洋舰的战术，它们将在战斗中更有效率。;;;;;;;;;;X
destroyer_tactics;驱逐舰战术;;;;;;;;;;X
destroyer_tactics_desc;通过改进我们驱逐舰的战术，它们将在战斗中更有效率。;;;;;;;;;;X
green_water_doctrine;近海作战学说;;;;;;;;;;X
green_water_doctrine_desc;近海作战学说推崇海岸防御。;;;;;;;;;;X
small_ship_tactics;小型舰艇战术;;;;;;;;;;X
small_ship_tactics_desc;通过改进我们护卫舰的战术，它们将在战斗中更有效率。;;;;;;;;;;X
corvette_crew_training;轻型护卫舰乘员训练;;;;;;;;;;X
corvette_crew_training_desc;轻型护卫舰在海军中起了至关重要的作用。通过给轻型护卫舰乘员提供更好的训练，他们将能够更好地执行侦查，警戒和护航任务，这意味着我们的轻型护卫舰将拥有更高的组织度和士气。;;;;;;;;;;X
frigate_crew_training;护卫舰乘员训练;;;;;;;;;;X
frigate_crew_training_desc;护卫舰的乘员长时间远离家乡，但冒险的刺激弥补了这一点。给予船员更多的训练，我们的护卫舰将拥有更高的组织度和士气。;;;;;;;;;;X
basing_doctrine;基地学说;;;;;;;;;;X
basing_doctrine_desc;在远方的海军基地进行战争对后勤是一个巨大的挑战。我们应该投入一些时间和精力来研究这个问题，这意味着我们的军舰将能够更高效地在海军基地进行补给。;;;;;;;;;;X
fire_control_systems;火控系统;;;;;;;;;;X
fire_control_systems_desc;战舰上的武器通常很难瞄准，这是由于己方战舰和攻击目标都在进行高速移动并且炮弹或导弹需要飞行几分钟才能命中。通过提高船员使用机械测距仪和火控计算机的能力，我们将能够提高我方战舰的战斗效率。;;;;;;;;;;X
submarine_warfare_doctrine;潜艇战学说;;;;;;;;;;X
submarine_warfare_doctrine_desc;潜艇战学说专注于利用潜艇偷袭运输船和敌方舰队。;;;;;;;;;;X
anti_submarine_tactics;反潜战术;;;;;;;;;;X
anti_submarine_tactics_desc;拥有能够对抗敌方潜艇的措施是十分重要的。;;;;;;;;;;X
submarine_crew_training;潜艇乘员训练;;;;;;;;;;X
submarine_crew_training_desc;潜艇乘员通常一次出海上月并极易遭受敌方战机和驱逐舰的攻击。但它们在战争中扮演着重要角色，为我们的潜艇成员提供更好地训练将提高我方潜艇的组织度和士气。;;;;;;;;;;X
convoy_raiding_tactics;护航袭击战术;;;;;;;;;;X
convoy_raiding_tactics_desc;我们认识到，潜艇专长于在远离陆地的地区伏击商船。提高这方面的经验将使我们的潜艇能够在遭遇敌军时获得更好的战斗位置和进攻效率。;;;;;;;;;;X
submarine_combat_tactics;潜艇作战战术;;;;;;;;;;X
submarine_combat_tactics_desc;提高我们潜艇的作战能力和战术是十分重要的。;;;;;;;;;;X
anti_submarine_patrols;反潜巡逻;;;;;;;;;;X
anti_submarine_patrols_desc;巡逻艇擅长于执行反潜巡逻任务。;;;;;;;;;;X
haijunxinxihua;海军信息化;;;;;;;;;;X
;;;;;;;;;;;;;;;x;;;
##################################################;;;;;;;;;;;;;;;x;;;
# Air Doctrine Techs;;;;;;;;;;;;;;;x;;;
##################################################;;;;;;;;;;;;;;;x;;;
air_superiority_doctrine;空中优势学说;;;;;;;;;;X
air_superiority_doctrine_desc;空中优势学说专注于夺取敌方的制空权，这项理论崇尚于大规模使用战斗机。;;;;;;;;;;X
fighter_pilot_training;战斗机飞行员训练;;;;;;;;;;X
fighter_pilot_training_desc;如果我们想要发挥战机的最佳性能，飞行员的训练十分重要。即使是教授飞行员简单的技巧如最佳的射击时间以减少弹药消耗也能让他们能更充分地发挥飞机性能，这将使我们的战斗机能够持续作战更长时间并更有战斗效率。;;;;;;;;;;X
fighter_groundcrew_training;战斗机地勤训练;;;;;;;;;;X
fighter_groundcrew_training_desc;维护战斗机是一项复杂的工作。通过改进地勤人员的训练方式我们将能够提高战机在行动后安全返航的几率以及它们重新武装，补给和维修的速度。;;;;;;;;;;X
interception_tactics;拦截战术;;;;;;;;;;X
interception_tactics_desc;战斗机的首要任务是拦截进入己方领空的敌机。通过改进战术理论，我们的战机将能够更有效地执行这一重要任务。;;;;;;;;;;X
fighter_ground_control;战斗机地面控制;;;;;;;;;;X
fighter_ground_control_desc;在空对空作战中燃料十分重要。尽可能地节省它们在搜寻敌机时消耗的燃料，它们就能够将更多的燃料投入到之后的缠斗中。己方的雷达站可以为我们提供敌机的精确位置，有效地使用这些情报将提高我们战机的作战效率。;;;;;;;;;;X
bomber_targerting_focus;轰炸机火力集中;;;;;;;;;;X
bomber_targerting_focus_desc;当遭遇敌方多机种编队时，我们的飞行员需要决定专注与攻击战斗机还是轰炸机。通过这种训练，我们的飞行员将优先攻击敌轰炸机以降低它们对地面部队的威胁。;;;;;;;;;;X
fighter_targerting_focus;战斗机火力集中;;;;;;;;;;X
fighter_targerting_focus_desc;当遭遇敌方多机种编队时，我们的飞行员需要决定专注与攻击战斗机还是轰炸机。通过这种训练，我们的飞行员将优先攻击敌战斗机以夺取制空权。;;;;;;;;;;X
cas_doctrine;近距离空中支援学说;;;;;;;;;;X
cas_doctrine_desc;近距离空中支援学说专注于使用攻击机摧毁敌方地面部队。;;;;;;;;;;X
cas_pilot_training;近距离空中支援飞行员训练;;;;;;;;;;X
cas_pilot_training_desc;如果我们想要发挥战机的最佳性能，飞行员的训练十分重要。即使是教授飞行员简单的技巧如在己方空域的最佳巡航高度也能让他们能更充分地发挥飞机性能，这将使我们的近距支援机能够持续作战更长时间并更有战斗效率。;;;;;;;;;;X
cas_groundcrew_training;近距离空中支援地勤训练;;;;;;;;;;X
cas_groundcrew_training_desc;维护近距支援机是一项复杂的工作。通过改进地勤人员的训练方式我们将能够提高战机在行动后安全返航的几率以及它们重新武装，补给和维修的速度。;;;;;;;;;;X
ground_attack_tactics;对地攻击战术;;;;;;;;;;X
ground_attack_tactics_desc;近距支援机的首要任务是打击敌方地面目标。通过改进战术理论，我们的战机将能够更有效地执行这一重要任务。;;;;;;;;;;X
forward_air_control;前线空中管制;;;;;;;;;;X
forward_air_control_desc;当我们的地面部队在战斗时，我们的飞行员需要决定优先攻击敌方的作战部队还是援军。前线空中管制让我们的飞行员专注于攻击敌人的前线部队。;;;;;;;;;;X
battlefield_interdiction;战场遮断;;;;;;;;;;X
battlefield_interdiction_desc;当我们的地面部队在战斗时，我们的飞行员需要决定优先攻击敌方的作战部队还是援军。战场遮断让我们的飞行员专注于攻击并摧毁敌方援军。;;;;;;;;;;X
interdiction_tactics;遮断战术;;;;;;;;;;X
interdiction_tactics_desc;战术空军的一个重要职责是打击敌方的基础设施以限制他们的机动力。通过发展这种战术，我们的战机将能更有效的执行这一任务。;;;;;;;;;;X
tactical_air_command;战术空军指挥部;;;;;;;;;;X
tactical_air_command_desc;连续的作战任务将降低我们战术空军的作战效率。通过改进现有的指挥结构，我们将能够更有效地进行利用资源并降低飞行员和战机的压力。;;;;;;;;;;X
bomber_focus_doctrine;轰炸机集中学说;;;;;;;;;;X
bomber_focus_doctrine_desc;轰炸机集中学说强调使用轰炸机来削弱我们的敌人。;;;;;;;;;;X
bomber_pilot_training;轰炸机飞行员训练;;;;;;;;;;X
bomber_pilot_training_desc;如果我们想要发挥战机的最佳性能，飞行员的训练十分重要。即使是教授飞行员简单的技巧如怎样更好地瞄准炸弹也能让他们能更充分地发挥飞机性能，这将使我们的轰炸机能够持续作战更长时间并更有战斗效率。;;;;;;;;;;X
bomber_groundcrew_training;轰炸机地勤培训;;;;;;;;;;X
bomber_groundcrew_training_desc;维护战术轰炸机是一项复杂的工作。通过改进地勤人员的训练方式我们将能够提高战机在行动后安全返航的几率以及它们重新武装，补给和维修的速度。;;;;;;;;;;X
logistical_strike_tactics;后勤打击战术;;;;;;;;;;X
logistical_strike_tactics_desc;战术空军的一个重要职责是打击敌方的补给线以限制他们的机动力。通过发展这种战术，我们的战机将能更有效的执行这一任务。;;;;;;;;;;X
installation_strike_tactics;设施打击战术;;;;;;;;;;X
installation_strike_tactics_desc;战术空军的一个重要职责是打击敌方的要塞和其他基础设施以降低他们的战斗效率。通过发展这种战术，我们的战机将能更有效的执行这一任务。;;;;;;;;;;X
airbase_strike_tactics;机场打击战术;;;;;;;;;;X
airbase_strike_tactics_desc;战术空军的一个重要职责是打击敌方的机场以摧毁敌机并降低他们的作战效率。通过发展这种战术，我们的战机将能更有效的执行这一任务。;;;;;;;;;;X
strategic_bombardment_tactics;战略轰炸战术;;;;;;;;;;X
strategic_bombardment_tactics_desc;轰炸敌方大型城市的周围很容易。然而，这需要不计其数的炸弹。通过改进战略轰炸战术，我们将能够更有效的打击敌方工业设施。;;;;;;;;;;X
airborne_assault_tactics;空降突袭战术;;;;;;;;;;X
airborne_assault_tactics_desc;一个空降突袭行动需要出动大量的飞机。仅仅是让伞兵们降落在一个集中的地区也比听起来难得多，改进我们的战术将使得空降更为顺利。;;;;;;;;;;X
strategic_air_command;战略空军司令部;;;;;;;;;;X
strategic_air_command_desc;连续的作战任务将降低我们战略空军的作战效率。通过改进现有的指挥结构，我们将能够更有效地进行利用资源并降低飞行员和战机的压力。;;;;;;;;;;X
naval_aviation_doctrine;海军航空兵学说;;;;;;;;;;X
naval_aviation_doctrine_desc;海军航空学说专注于使用舰载机和海军轰炸机来摧毁敌人的海上力量。;;;;;;;;;;X
nav_pilot_training;海军航空兵飞行员训练;;;;;;;;;;X
nav_pilot_training_desc;如果我们想要发挥战机的最佳性能，飞行员的训练十分重要。即使是教授飞行员简单的技巧如怎样更快地识别敌方海上目标也能让他们能更充分地发挥飞机性能，这将使我们的海军航空兵能够持续作战更长时间并更有战斗效率。;;;;;;;;;;X
nav_groundcrew_training;海军航空兵地勤训练;;;;;;;;;;X
nav_groundcrew_training_desc;维护海军航空兵是一项复杂的工作。通过改进地勤人员的训练方式我们将能够提高战机在行动后安全返航的几率以及它们重新武装，补给和维修的速度。;;;;;;;;;;X
portstrike_tactics;港口打击战术;;;;;;;;;;X
portstrike_tactics_desc;将敌方军舰在港口里摧毁是海军航空兵的主要任务之一，因此，发展的正确的战术以确保这项任务能够有效进行是至关重要的。;;;;;;;;;;X
navalstrike_tactics;海军打击战术;;;;;;;;;;X
navalstrike_tactics_desc;攻击敌方海上舰船是海军航空兵的主要任务之一，因此，发展的正确的战术以确保这项任务能够有效进行是至关重要的。;;;;;;;;;;X
naval_air_targeting;海军轰炸机瞄准技术;;;;;;;;;;X
naval_air_targeting_desc;当遭遇敌方大规模舰队时，很难分辨那些目标是有价值的。通过精心训练我们的飞行员，他们将能够更好地选择攻击目标。;;;;;;;;;;X
naval_tactics;海军航空战术;;;;;;;;;;X
naval_tactics_desc;持续的海军航空任务对于战机和飞行员都是一个考验，发展更优秀的战术理论，我们将能够减少这些因素带来的负面影响。;;;;;;;;;;X
kongjunxinxihua;空军信息化;;;;;;;;;;X
