##################################################;;;;;;;;;;;;;;x
# Interface;;;;;;;;;;;;;;x
##################################################;;;;;;;;;;;;;;x
total_exploitation_desc;摘下伪善的面具，给所有人戴上枷锁，除了那些知道如何剥\n削这个国家的人，别管他们是不是贪婪的政客。这将最大化\n我们得到的利益，当然作为适宜的赏赐其中部分会落入执行\n者的腰包。现在自然而然这些人民会感到不快，不过嘿——\n我们只需要保持强大的占领军。;On ne prend plus de gants, ga nous est igal que vous soyez un opportuniste corrompu jusqu'` la moelle, tant que vous savez comment exploiter un pays. C'est le genre de personne qu'on va lbcher sur la population. Cela va maximiser nos binifices mais on dev;So, jetzt ist Schluss mit lustig!  Sie sind vvllig korrupt und l|gen, dass sich die Balken biegen? Ist uns alles egal, wenn Sie nur wissen, wie man ein Land ausbeutet!  Diese Art von Leuten werden wir nun auf die Bevvlkerung loslassen. Dadurch werden wir unsere Gewinne maximieren, auch wenn unsere sauberen  Verwalter  einen Teil f|r sich selbst abzweigen. Nat|rlich wird sich die Bevvlkerung gegen sie auflehnen, aber was soll's? Schusstraining unter Realbedingungen f|r unsere Besatzungstruppen ist nie verkehrt ...;;"Guantes fuera. No nos importa si eres un aventurero corrupto, siempre que sepas como explotar el pams. Este es el tipo de personas que esquilman a la poblacisn. Asm, maximizaremos nuestros beneficios, perdiendo parte de ellos para asegurar que nuestros ""administradores"" reciban su recompensa. Pero la gente acabara muy descontenta, y nuestras tropas de ocupacisn tendran que estar alerta. ";;;;;;;;;x
no_occupation;不占领;Pas d'occupation;Keine Besetzung;;No ocupado;;;;;;;;;x
no_occupation_desc;从未发生。;Cela n'est jamais affichi.;Dies wird nie angezeigt.;;Esto no aparece nunca.;;;;;;;;;x
##################################################;;;;;;;;;;;;;;x
# Rebels;;;;;;;;;;;;;;x
##################################################;;;;;;;;;;;;;;x
nationalist_rebels_title;民族主义者;Nationaliste;Nationalist;;Nacionalistas;;;;;;;;;x
nationalist_rebels_name;$INDEP$ 民族主义者;$INDEP$ Nationalistes;$INDEP$ Nationalisten;;Nacionalistas de $INDEP$;;;;;;;;;x
nationalist_rebels_desc;民族主义者追求本民族的自由。\n他们有良好的领导和武装，\n而且他们会集中注意实现他们民族的独立。;Les rebels nationalistes veulent la liberti pour leur peuple. Ils sont bien menis et bien iquipis et ils vont se concentrer sur l'obtention de l'indipendance pour leur nation.;Nationalistische Rebellen kdmpfen f|r die Freiheit ihres Volkes.  Gut diszipliniert und ausger|stet konzentrieren sich auf die Erlangung der Unabhdngigkeit f|r ihr Land.;;Los rebeldes nacionalistas buscan la libertad de su pueblo. Estan bien dirigidos y equipados, y se afanaran en lograr la independencia de su nacisn.;;;;;;;;;x
nationalist_rebels_army;$COUNTRY$ 民族主义者;$COUNTRY$ Nationalistes;$COUNTRY$ Nationalisten;;Nacionalistas de $COUNTRY$;;;;;;;;;x
patriot_rebels_title;爱国者;Patriote;Patriot;;Patriotas;;;;;;;;;x
patriot_rebels_name;$INDEP$ 爱国者;$INDEP$ Patriotes;$INDEP$ Patrioten;;Patriotas de $INDEP$;;;;;;;;;x
patriot_rebels_desc;爱国反叛者梦想他们文化上的同类\n重新团结在一面自由的旗帜下。\n注意，他们夺取的省份可能会叛变。;Les rebels patriotes rjvent d'jtre unifiis ` leur tribu culturelle sous une bannihre libre. Prenez garde, les provinces sous leur contrtle peuvent diserter.;Patriotische Rebellen trdumen davon, mit ihren Gleichgesinnten einen eigenen Staat zu gr|nden. Seien Sie auf der Hut, denn von diesen Rebellen |bernommene Provinzen kvnnten sich abspalten.;;Los rebeldes patriotas sueqan con la unificacisn de su ambito cultural bajo una bandera soberana. Cuidado, pues las provincias que caigan en sus manos pueden desertar.;;;;;;;;;x
patriot_rebels_army;$COUNTRY$ 爱国者;$COUNTRY$ Patriotes;$COUNTRY$ Patrioten;;Patriotas de $COUNTRY$;;;;;;;;;x
partisans_title;游击队;Partisans;Partisanen;;Partisanos;;;;;;;;;x
partisans_name;游击队;Partisans;Partisanen;;Partisanos;;;;;;;;;x
partisans_desc;游击队同敌对占领军作战，\n并且他们梦想将敌人从自己的国土上驱逐出去。;Les partisans se battent contre l'occupant ennemi tout en rjvant de chasser leur ennemi du pays.;Partisanen kdmpfen gegen feindliche Besatzungstruppen und trdumen davon, den Feind aus ihrem Land zu vertreiben.;;Los partisanos luchan contra el enemigo ocupante y albergan el sueqo de expulsarlo de su pams.;;;;;;;;;x
partisans_army;$COUNTRY$ 游击队;$COUNTRY$ Partisans;$COUNTRY$ Partisanen;;Partisanos de $COUNTRY$;;;;;;;;;x
disgruntled_rabble_title;不满的暴徒;Populace en colhre;Verdrgerter Pvbel;;Chusma descontenta;;;;;;;;;x
disgruntled_rabble_name;不满的暴徒;Populace en colhre;Verdrgerter Pvbel;;Chusma descontenta;;;;;;;;;x
disgruntled_rabble_desc;这是不满的国民汇集的乌合之众，\n仅仅是为了烧杀抢掠而来。;Ce sont des citoyens micontents qui ont formi une foule dont le but est principalement le pillage.;Dies sind unzufriedene B|rger, die sich zu einem gro_en pl|ndernden Mob zusammengeschlossen haben.;;Se trata de ciudadanos insatisfechos que han formado una gran chusma cuyo znico objetivo es el saqueo y el pillaje.;;;;;;;;;x
disgruntled_rabble_army;$COUNTRY$ 暴动者;$COUNTRY$ Rivoltis;$COUNTRY$ Revoluzzer;;Rebeldes de $COUNTRY$;;;;;;;;;x
;;;;;;;;;;;;;;x
##################################################;;;;;;;;;;;;;;x
# Neue Ministertraits, by Rolfhirsch;;;;;;;;;;;;;;x
##################################################;;;;;;;;;;;;;;x
money_is_might;金钱就是力量;;Macht durch Geld;;;;;;;;;;;x
advertising_figure;Advertising Figure;;Werbefigur;;;;;;;;;;;x
service_enforcer;Service Enforcer;;Rekrutenerpresser;;;;;;;;;;;x
indecisive_politician;优柔寡断的政治家;;F鋒nlein im Wind;;;;;;;;;;;x
talented_recruiter;伯乐;;Talentierter Anwerber;;;;;;;;;;;x
staunch_capitalist;固执的资本家;;躡erzeugter Kapitalist;;;;;;;;;;;x
old_hippie;老顽童;;Alternder Hippie;;;;;;;;;;;x
devout_muslim;虔诚的穆斯林;;Gl鋟biger Moslem;;;;;;;;;;;x
econimic_expert;经济专家 ;;Wirtschaftskenner;;;;;;;;;;;x
organisation_genius;天才的组织者;;Organisationsgenie;;;;;;;;;;;x
majestic;Majestic;;Majest鋞isch;;;;;;;;;;;x
embittered;Embittered;;Verbittert;;;;;;;;;;;x
talented_liar;聪明的骗子;;Talentierter L黦ner;;;;;;;;;;;x
industrial_beast;工业狂魔;;Industrielles Raubtier;;;;;;;;;;;x
scandalous;令人不齿的;;Skandaltr鋍htig;;;;;;;;;;;x
patriot;爱国者;;Patriot;;;;;;;;;;;x
fanatical_academic;狂热的学术爱好者;;Fanatischer Akademiker;;;;;;;;;;;x
tempered_speaker;温和的演讲家;;Aufbrausender Redner;;;;;;;;;;;x
hazardous_clean;危险的清廉人;;Gef鋒rlicher Saubermann;;;;;;;;;;;x
military_slob;军事门外汉;;Milit鋜ischer Chaot;;;;;;;;;;;x
untalented_nerd;书呆子;;Untalentierter Streber;;;;;;;;;;;x
military_custom_breaker;走私者;;Milit鋜ischer Gewohnheitst鋞er;;;;;;;;;;;x
army_reformer;军队的改革者;;Heeresreformer;;;;;;;;;;;x
air_reformer;空军的改革者;;Luftwaffenreformer;;;;;;;;;;;x
responsive_industrialist;响应号召的实业家;;Vorrausschauender Industrieller;;;;;;;;;;;x
hidden_leftist;隐藏的左派;;Verkappter Linker;;;;;;;;;;;x
industry_servant;服务行业;;Diener der Industrie;;;;;;;;;;;x
industrial_spy;工业间谍;;Industriespion;;;;;;;;;;;x
death_from_above;来自上层的死亡;;Tod aus der Luft -Verfechter;;;;;;;;;;;x
submarine_lover;潜艇爱好者;;U-Boot-Freund;;;;;;;;;;;x
destroyer_lover;驱逐舰爱好者;;Verfechter der Zerst鰎erflotte;;;;;;;;;;;x
intellectualist;理性至上;;Bildungsb黵ger;;;;;;;;;;;x
committed_socialist;忠诚的社会主义者;;躡erzeugter Sozialist;;;;;;;;;;;x
master_of_skies;天空霸主;;Herr der L黤te;;;;;;;;;;;x
talented_and_concealed;韬光养晦;;Talentiert und verschwiegen;;;;;;;;;;;x
planning_representative;Planning Representative;;Planwirtschaftsvertreter;;;;;;;;;;;x
sympathetic;神经质;;Sympathisch;;;;;;;;;;;x
good_connections;良好的人际关系;;Wohlstandsb黵ger;;;;;;;;;;;x
unexperienced_diplomat;Unexperienced Diplomat;;Diplomatisch unerfahren;;;;;;;;;;;x
pro_american;亲美派;;Amerikafreundlich;;;;;;;;;;;x
anti_imperialist;反帝国主义的;;Antiimperialist;;;;;;;;;;;x
people_shamer;羞愧的人;;Besch鋗t das Volk;;;;;;;;;;;x
veteran;老兵;;Urgestein;;;;;;;;;;;x
The_tiger_of_Lhasa;拉萨之虎;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
#################################;;;;;;;;;;;;;;x
# New leader traits by Roflhirsch;;;;;;;;;;;;;;x
##################################;;;;;;;;;;;;;;x
hard_defender;艰难的后卫;;Ritterlicher Verteidiger;;;;;;;;;;;x
marine;前海军陆战队;;Marinekrieger;;;;;;;;;;;x
landing_specialist;登陆专家;;Landungsspezialist;;;;;;;;;;;x
learners_will;学习者;;Lernf鋒ig;;;;;;;;;;;x
frontline_soldier;士兵出身;;Frontsoldat;;;;;;;;;;;x
versatile;多才多艺;;Vielseitig;;;;;;;;;;;x
assaulter;反恐奇兵;;Sturmer;;;;;;;;;;;x
trainer;助理教练;;Ausbilder;;;;;;;;;;;x
landlubber;旱鸭子;;Landratte;;;;;;;;;;;x
improvisation;即席讲演;;Improvisation;;;;;;;;;;;x
